antigüedad,cuartos,cuartosdebaño,estacionamiento,latlong,metroscuadradostotales,precio,publicado,tipodevendedor,titulo
,0,1,3,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",105m²,,,,"Venta Casa, Urb. Las Orquídeas Sector 3"
20,4,3,5,"//maps.google.com/maps/api/staticmap?center=-2.191526053604974,-79.88158962297365&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=7zG7KtHSLb_mZ_gvPzDcV47HGno=",285m²,,,,Venta de Propiedad en La Francisco de Orellana
A estrenar,3,2,2,"//maps.google.com/maps/api/staticmap?center=-2.049838980091241,-79.91562585635376&zoom=16&markers=-2.049838980091241,-79.91562585635376&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=3UYXLi4rM8HvSMxI5zU0ioq2yzE=",120m²,,,,La Joya Modelo Ym
7,3,3,2,"//maps.google.com/maps/api/staticmap?center=-2.056239895053519,-79.87696408726231&zoom=16&markers=-2.056239895053519,-79.87696408726231&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=nPTi1jODxcDHaaFGbBOHBl02rL4=",550m²,,,,Alquiler y Venta de Casa en Vía Samborondon
A estrenar,3,2,1,"//maps.google.com/maps/api/staticmap?center=-2.018436768052011,-79.91605962416992&zoom=16&markers=-2.018436768052011,-79.91605962416992&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=rBfN-yozWbaBKyshxXkP3Bs_J_E=",100m²,,,,Vendo de Estreno Casa Modelo Castillo 6 Villa del Rey Excelente Precio
5,3,1,2,"//maps.google.com/maps/api/staticmap?center=-2.047553635734123,-79.88243449512328&zoom=16&markers=-2.047553635734123,-79.88243449512328&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=md1jppWogeAXGPhVvAPmoP0dEck=",201m²,,,,Casa de Venta en Urbanización Casa Laguna
20,6,5,3,"//maps.google.com/maps/api/staticmap?center=-2.149516404976784,-79.90926067794499&zoom=16&markers=-2.149516404976784,-79.90926067794499&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=648b5PnFQtLU3A-cLNue4gSggI4=",400m²,,,,Venta Amplia Casa en Urdenor de Tres Pisos
2,4,4,2,"//maps.google.com/maps/api/staticmap?center=-2.037189596756984,-79.84024464625548&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=e7PchHiugT7_wuY0IkqEQgDdk-o=",185m²,,,,Vendo Via Samborondon Preciosa Casa. 4 Habitaciones $145.000
,5,5,5,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",2200m²,,,,El Rio Al Rio Linda Villa Grande
2,5,5,2,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",370m²,,,,Ciudad Celeste Villa 5 Dorm.
3,0,2,2,"//maps.google.com/maps/api/staticmap?center=-2.050890890512851,-79.8909915600189&zoom=16&markers=-2.050890890512851,-79.8909915600189&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=eeryLrxKTAkTl9AyLu95-nrESAk=",137m²,,,,Venta Casa Villa Club Etapa Jupiter Via Samborondón - Guayaquil: Muy Bonita
3,4,4,2,"//maps.google.com/maps/api/staticmap?center=-2.102442901125957,-79.8670732875496&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=fjzr7orBCc-v4DxIzXz2w9-OxMQ=",480m²,,,,Samborondon Casa 4 Dorm. con Baños en Isla Mocoli
8,4,4,2,,254m²,,,,Vendo Via Samborondon. Linda Casa. 2 Plantas. 4 Habitaciones. $250.000 Piscina
6,3,4,4,"//maps.google.com/maps/api/staticmap?center=-2.1294425,-79.8692337&zoom=16&markers=-2.1294425,-79.8692337&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=NfkhYzo5VIzEvkzu7se70eowdGg=",300m²,,,,Alquilo Linda Casa con Piscina
A estrenar,3,3,0,"//maps.google.com/maps/api/staticmap?center=-2.070134074047136,-79.84138500793455&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=cLmqzTX9im7qyAQz2yPPZnamWXw=",260m²,,,,"Venta de Casa Ubicada en Samborondon, Guayaquil, en Cuidad Celeste"
3,3,3,1,"//maps.google.com/maps/api/staticmap?center=-2.125641391211939,-79.86871620685423&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=FRuOp2SmwkRTePpzavpw0umbB7w=",240m²,,,,Casa en Venta en Via Samborondon
A estrenar,3,2,1,"//maps.google.com/maps/api/staticmap?center=-2.076758,-79.9401216&zoom=16&markers=-2.076758,-79.9401216&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=4CguXlvI5hu2lwWed7F0bWJ4w30=",100m²,,,,"Venta de Casa de 1 Planta en Urb Villa del Rey, Modelo Castillo 6b"
A estrenar,3,2,2,"//maps.google.com/maps/api/staticmap?center=-2.022085630587345,-79.91699167672118&zoom=16&markers=-2.022085630587345,-79.91699167672118&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=FxLlXrUR_jbTkf3N60YsawtrcWI=",101m²,,,,Casa por Estrenar de Venta en Urbanización Villa del Rey
3,5,5,3,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",800m²,,,,"Venta Villa 4 Dorm. Moderna Lindos Acabados, 5 Dorm."
A estrenar,3,2,1,"//maps.google.com/maps/api/staticmap?center=-2.077517393034044,-79.9216916727051&zoom=16&markers=-2.077517393034044,-79.9216916727051&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=TsIG4auEFfqfRjqA9nEKGpZtp5E=",84m²,,,,"Casa en Venta en Mucho Lote 2, en Av Terminal Pascuales, Cerca del Comisariato"
10,8,7,1,"//maps.google.com/maps/api/staticmap?center=-2.2695275,-79.89932899999997&zoom=16&markers=-2.2695275,-79.89932899999997&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=3hhuRaRg0P3Hr0eUGt7XqyKkqJA=",190m²,,,,"Casa Venta, Coop. Las Brisas, Sur Guayaquil"
5,3,2,2,"//maps.google.com/maps/api/staticmap?center=-2.033715802571457,-79.91484250370485&zoom=16&markers=-2.033715802571457,-79.91484250370485&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=fCStc_O_WRd3bEtiJtUaX17kdP0=",112m²,,,,Casa de Venta en Urbanización La Joya.
A estrenar,4,4,0,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",654m²,,,,Lagos de Batan - Villa
5,3,3,1,"//maps.google.com/maps/api/staticmap?center=-2.1257004,-79.86326789999998&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=aS9zrsNoaLFmKchoHRpsU9uzbYk=",192m²,,,,Vendo Casa Grande Remodelada Urbanización Ciudad Celeste
5,5,5,2,"//maps.google.com/maps/api/staticmap?center=-2.086511590497017,-79.87099828381406&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=RMVRZp_zKL_C7F2g4_wW5SFm4BU=",911m²,,,,Casa Bellaaaaaa! Minimalista con Doble Altura Espectacular!
5,4,4,1,"//maps.google.com/maps/api/staticmap?center=-2.192116,-79.96683080000003&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=qVOhCztgB1KfnNWoMWw5RxhmliQ=",232m²,,,,"Vendo Casa Duplex Puerto Azul, Moderna Buenos Acabados, Aires, Cortinas"
12,5,5,3,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",390m²,,,,Urbanización Rio Guayas Vendo Linda Casa
5,3,3,1,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",109m²,,,,"Venta de Casa en Urb. Villa del Rey, Vía a La Aurora."
A estrenar,4,4,2,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",477m²,,,,Arrecife Estrene Villa en Dos Meses 4 Dorm. Piscina Moderna
6,3,2,1,"//maps.google.com/maps/api/staticmap?center=-2.187096449066965,-79.98131164869085&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=0dNxDgl7ITFqqUMdfYieYalsZuM=",192m²,,,,Hermosa Casa Via a La Costa
3,5,5,2,"//maps.google.com/maps/api/staticmap?center=-2.184776968954733,-79.98472174040523&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=MmRJ6HKeeuBXvfPMEOHHfrTJfEA=",615m²,,,,"Vía a La Costa, Portofino"
10,3,2,2,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",260m²,,,,Casa de Venta en Samborondon
1,3,4,2,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",390m²,,,,Venta Mocoli Minimalista Lindos Acabados
,0,0,6,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",87m²,,,,"Propiedad en Venta, Floresta 1, Casa Rentera."
9,5,5,0,"//maps.google.com/maps/api/staticmap?center=-2.187581016656953,-79.96821481985171&zoom=16&markers=-2.187581016656953,-79.96821481985171&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=2B3S90Pl9g4DAuHQAK0cJo9rpI0=",412m²,,,,Hermosa Casa en Venta en Puerto Azul Negociable
10,5,5,5,"//maps.google.com/maps/api/staticmap?center=-2.162285609493887,-79.90832494444066&zoom=16&markers=-2.162285609493887,-79.90832494444066&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=xYQEiclrsyAnPfncZz-uppe0Z7I=",1300m²,,,,Urdesa - Venta Suntuosa Casa Sin Amob - 5 Hab - Piscina - Areas Verdes
20,2,3,0,"//maps.google.com/maps/api/staticmap?center=-2.126702077513178,-79.89166258678586&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=1DYy6c4aesj5jKRdCRUA0XP_T0o=",81m²,,,,"Casa en Venta, Sauces 3 Al Norte de Guayaquil"
A estrenar,3,3,3,"//maps.google.com/maps/api/staticmap?center=-2.10408866796623,-79.86041872698365&zoom=16&markers=-2.10408866796623,-79.86041872698365&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=loJbslmuIgj7M_5CacnnwsP7VuA=",260m²,,,,Casa en Venta Villa 1 en Mocolí Gardens Vía a Samborondón
A estrenar,4,3,3,"//maps.google.com/maps/api/staticmap?center=-2.072820196756992,-79.83663207482391&zoom=16&markers=-2.072820196756992,-79.83663207482391&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=WduDBVS10g0xJKUaMKvtrhpuOeM=",230m²,,,,Ciudad Celeste Diagonal Al Club
6,3,3,2,"//maps.google.com/maps/api/staticmap?center=-2.185684416639673,-79.84986143125002&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=OdRvKjiiSRg4Xr05aAAgH47dNKE=",220m²,,,,Plaza Real Villa Remodelada 3 Dorm 2 Salas
5,3,4,1,"//maps.google.com/maps/api/staticmap?center=-2.185001357326039,-79.97003087301636&zoom=16&markers=-2.185001357326039,-79.97003087301636&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=SAia_OhhAdo3qM_8eb0oBxjqrgo=",280m²,,,,Bosques de La Costa - Casa - 3 Dorm. - Patio Amplio
A estrenar,3,3,2,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",140m²,,,,Vendo Hermosa Casa de Estreno Villa Club $125.000
,0,0,4,"//maps.google.com/maps/api/staticmap?center=-2.18933325,-79.96684816&zoom=16&markers=-2.18933325,-79.96684816&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=WsyXJpqRkFg310izU2UpNsf9NyQ=",1200m²,,,,Casa Venta en Puerto Azul con Piscina
18,4,3,1,"//maps.google.com/maps/api/staticmap?center=-2.3625197,-80.2949352&zoom=16&markers=-2.3625197,-80.2949352&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=Pu3hiIUzzpeqrv_5eqTrYz-_iRY=",242m²,,,,"Casa en Venta Puerto Azul, Vía a La Costa"
4,3,3,2,"//maps.google.com/maps/api/staticmap?center=-2.097967199999999,-79.874552&zoom=16&markers=-2.097967199999999,-79.874552&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=Ab_82GOc934Zb7xbRyWhmgHae1U=",550m²,,,,Plaza Lagos Urb. Islalago Vendo Casa de Lujo
9,3,2,0,"//maps.google.com/maps/api/staticmap?center=-2.203753236102099,-80.06007988728027&zoom=16&markers=-2.203753236102099,-80.06007988728027&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=iMvxmzLskYrVLlyHau2wJxgSABs=",170m²,,,,En Venta Casa de Una Planta en Valle Alto - J. Moncada
-2,4,4,-1,"//maps.google.com/maps/api/staticmap?center=-2.106255099999999,-79.8590989&zoom=16&markers=-2.106255099999999,-79.8590989&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=jXaujZfFuVGpxnm5u8H5DHjxa_I=",334m²,,,,Vendo Proyecto en l'Sola Isla Mocoli
En construcción,3,3,2,"//maps.google.com/maps/api/staticmap?center=-2.0519282,-79.89769089999999&zoom=16&markers=-2.0519282,-79.89769089999999&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=00QvnJGn0K_1WClqwEGtnT0XN1Q=",139m²,,,,Vendo Casa en Contruccion en Villa Club
9,4,3,2,"//maps.google.com/maps/api/staticmap?center=-2.14881046332151,-79.86345115316777&zoom=16&markers=-2.14881046332151,-79.86345115316777&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=KCUk9D6cwD97mkVGQWd8G2w8bf4=",230m²,,,,Vendo Casa en Via Samborondon
8,3,3,2,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",722m²,,,,Villa Venta Samborondon - Palmar del Rio
20,6,5,3,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",464m²,,,,Vendo Preciosa Casa en Zona Cerrada de Santa Cecilia
A estrenar,4,2,2,"//maps.google.com/maps/api/staticmap?center=-2.256415168108558,-80.14807167180174&zoom=16&markers=-2.256415168108558,-80.14807167180174&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=9SR8gKqZSn0el3l1IVS44AbiLrA=",1191m²,,,,Vendo Casa en Proyecto La Reserva - Vía a La Costa
5,4,4,2,"//maps.google.com/maps/api/staticmap?center=-2.0694683,-79.84158359999998&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=jKpuXVkIAKiuDUKV-aDy3NLKNZw=",345m²,,,,Samborondon Ciudad Celeste Casa de 2 Plantas
10,3,3,2,"//maps.google.com/maps/api/staticmap?center=-2.14881046332151,-79.86345115316777&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=JtMmUInUElHZIDiDlBiN8mnz_AU=",250m²,,,,Samborondon Casa de 3 Dorm. con Baños en Primeros Kms
32,4,2,1,"//maps.google.com/maps/api/staticmap?center=-2.22976015880201,-79.89295682041018&zoom=16&markers=-2.22976015880201,-79.89295682041018&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=L0LyESaMMW-3VepESMLC_73IjtY=",245m²,,,,Vendo Hermosa Casa en Los Almendros
25,5,4,2,"//maps.google.com/maps/api/staticmap?center=-2.235809800605249,-79.89780670472413&zoom=16&markers=-2.235809800605249,-79.89780670472413&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=lowEzAx7TRjbMWglaNT9kGEgu9s=",300m²,,,,Casa de 5 Dorm. Ciudadela Coviem Al Sur de Guayaquil
1,4,5,2,"//maps.google.com/maps/api/staticmap?center=-2.08896217794766,-79.88724518740236&zoom=16&markers=-2.08896217794766,-79.88724518740236&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=M81NrEqEMHOMEMN9L-Xoehsukto=",800m²,,,,"Lagos del Batan, Modernisima Casa, Al Lago."
30,3,3,2,"//maps.google.com/maps/api/staticmap?center=-2.1618543,-79.94353969999997&zoom=16&markers=-2.1618543,-79.94353969999997&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=1-uhZxrmupokK7ApbZTyqo-i_rY=",703m²,,,,"Ceibos - Santa Cecilia Casa Una Sola Planta 3 Dorm., Jardín Amplio"
2,4,3,0,"//maps.google.com/maps/api/staticmap?center=-2.0533533,-79.92992629999998&zoom=16&markers=-2.0533533,-79.92992629999998&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=HM9_zaFO543Igf3sr_ivvbZag-k=",120m²,,,,"Casa en Venta, Urb. La Rioja Etapa Bolonia, Vía Aurora"
15,4,4,2,"//maps.google.com/maps/api/staticmap?center=-2.051322,-79.89351979999998&zoom=16&markers=-2.051322,-79.89351979999998&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=ikMZX1GOqUK1-hjdsBJ-BYXnPQk=",360m²,,,,"Vendo Villa Via Samborondón, Sta. Maria Casa Grande."
5,3,5,5,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",723m²,,,,Se Vende Casa Urdesa Central Calle Circunvalación Comercial o Residencial
16,5,5,2,"//maps.google.com/maps/api/staticmap?center=-2.1502649,-79.86545430000001&zoom=16&markers=-2.1502649,-79.86545430000001&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=jhZBwowjqbOXUlB0OdhaADmiVAo=",320m²,,,,En Venta Hermosa y Cómoda Casa en Aquamarina Km1 Vía Samborondon
A estrenar,3,3,0,"//maps.google.com/maps/api/staticmap?center=-2.1027766,-79.85803279999999&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=us11jwTMjEaVQe054OpTeGh6cRo=",204m²,,,,Casa en Venta Mocoli Gardens Samborondon
A estrenar,3,3,1,"//maps.google.com/maps/api/staticmap?center=-2.037220328729791,-79.89299785236204&zoom=16&markers=-2.037220328729791,-79.89299785236204&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=1AeU6vrF0FvaUVw4tZetQKDq0BM=",149m²,,,,Hermosa Casa en Villa Club Boreal
A estrenar,3,3,1,"//maps.google.com/maps/api/staticmap?center=-2.072064308562738,-79.84297281693512&zoom=16&markers=-2.072064308562738,-79.84297281693512&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=MJOj_atoaR4urNYVHO-CBVoGXA8=",200m²,,,,"Vendo Casa Duplex Acabados de Lujo en Ciudad Celeste, La Cristalina - Samborondon"
1,4,3,2,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",550m²,,,,Moccoli Moderna Casa 4 Dorm. con Piscina
20,4,4,1,"//maps.google.com/maps/api/staticmap?center=-2.2293086,-79.93518489999997&zoom=16&markers=-2.2293086,-79.93518489999997&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=YHPuuJSEBJ3tyjiut6Weqq6DllQ=",800m²,,,,Venta Casa La Puntilla 4 Dorm.
4,4,3,0,"//maps.google.com/maps/api/staticmap?center=-2.053112,-79.89701179999997&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=CRVgGZ7qILGIBrVUx7mYUxEtDPY=",175m²,,,,"Casa en Venta, Urb. Vicrieel, Vía Samborondón"
25,4,3,2,"//maps.google.com/maps/api/staticmap?center=-2.132938,-79.89878770000001&zoom=16&markers=-2.132938,-79.89878770000001&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=0wjLGq0YQTgPnr1waJ5oYxe9_w4=",98m²,,,,"Venta Casa de 1 Planta en Alborada 11ava Etapa, Cerca Albocentro"
9,4,4,2,"//maps.google.com/maps/api/staticmap?center=-2.0734632,-79.84164249999998&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=iXVuwglKIZC_8zwcQcGcUX9F94I=",230m²,,,,"Casa Ciudad Celeste, Etapa La Marina Vía Samborondon"
2,4,4,2,,642m²,,,,Isla Mocoli Casa Al Lago de 4 Dorm. de Pocos Años de Construccion
,,3,3,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",300m²,,,,Terrasol Villa 3 Dorm.
En construcción,5,5,2,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",700m²,,,,Venta Plaza Lagos Al Canal Estrene
